Samples,Noisy_JSD,Denoised_JSD
35840,0.12165773988694459,0.00012349931656544354
71680,0.06830523246887996,0.00011682351703943784
143360,0.03562914065696,0.00011353683037268304
286720,0.01751924007422616,0.00011202712079146756
430080,0.01135463771829267,0.00011154600729165047
573440,0.008362727183853457,0.00011127306066416868
860160,0.005443379762471156,0.00011100721105843236
1146880,0.004024961113243482,0.00011086465464118246
1720320,0.0026508571700918824,0.00011072780347889533
2293760,0.00197572408750454,0.00011065794016730812
3440640,0.0013075992697285947,0.00011059579396307131
4587520,0.0009793094883666237,0.00011056435667114177
5160960,0.0008679014009966808,0.0001105542538991193
6881280,0.0006509080661782744,0.00011053488890032609
9175040,0.00048759009614828886,0.00011051953097581875
10321920,0.0004327090182171057,0.00011051477804074195
13762560,0.0003257475834759418,0.0001105052745669692
18350080,0.00024414146008909136,0.00011049645227369738
20643840,0.00021651916371278587,0.00011049384061239005
27525120,0.0001627841909312729,0.00011048917427697158
36700160,0.00012251460027482022,0.00011048469852017812
41287680,0.00010860777949770998,0.00011048298750014352
55050240,8.173642212260073e-05,0.00011048035318939264
82575360,5.4510550378613105e-05,0.0001104774196456404
110100480,4.140883047407751e-05,0.00011047580468006924
165150720,2.7464887177341197e-05,0.00011047413322469226
220200960,2.110025935632068e-05,0.00011047331770679541
330301440,1.3953390651714556e-05,0.00011047245297514117
440401920,1.0949537618748573e-05,0.00011047229547242453
660602880,7.203945656744561e-06,0.00011047195735175688
1321205760,3.84573357125024e-06,0.0001104716349266186
2642411520,2.15620794707712e-06,0.00011047136600570027
5284823040,1.3132236012638405e-06,0.00011047125130756358
