Samples,Noisy_JSD,Denoised_JSD
35840,0.3401325759192285,0.00021322896367594488
71680,0.20401720680106072,0.00019467797084667837
143360,0.1095233351473539,0.00018734550649767033
286720,0.05397133158689736,0.00018402085678471234
430080,0.03480287244242695,0.0001830577698670757
573440,0.025326512371010714,0.00018274304616134669
860160,0.01622084514278069,0.00018241347961640557
1146880,0.011929180296358277,0.00018231132021018223
1720320,0.007787764815457986,0.00018223187944704653
2293760,0.005801848281195462,0.00018220424468328578
3440640,0.0038248479884236573,0.0001821847362489942
4587520,0.0028639948462093777,0.0001821781311948122
5160960,0.0025338370115050514,0.00018217553227077926
6881280,0.0019013732494608747,0.00018216939314267354
9175040,0.0014269251824508369,0.0001821644598745445
10321920,0.001264627313837627,0.00018216153838851936
13762560,0.0009476444807496379,0.00018215813728626463
18350080,0.0007137849071779807,0.00018215713023950807
20643840,0.0006314110889086065,0.00018215359275956846
27525120,0.00047565234283511156,0.00018215353501574953
36700160,0.00035736342700410734,0.0001821526953418313
41287680,0.0003154655824396771,0.00018215044651119364
55050240,0.00023889952751349777,0.00018215151736440013
82575360,0.00015735744205989182,0.0001821492462124452
110100480,0.00012068151622636896,0.00018215133596338227
165150720,7.833108523088866e-05,0.00018214966002536137
220200960,6.159243747911484e-05,0.0001821506380593235
330301440,3.8954069187130024e-05,0.00018214870229807715
440401920,3.2026503163420706e-05,0.0001821499202393385
660602880,1.9283488685945942e-05,0.00018214798852058802
1321205760,9.445646146172105e-06,0.0001821476584364899
2642411520,4.491982218813685e-06,0.0001821473874533722
5284823040,2.0379749667627424e-06,0.00018214729452787295
